lfdn;age;sex;v_3;education;relation;kldb;e1;a1r;c1;n1;o1;e2r;a2;c2r;n2r;o2;e3;a3r;c3;n3;o3;e4;a4;c4r;n4;o4;e5r;a5;c5r;n5r;o5;e6;a6r;c6;n6;o6;e7r;a7;c7;n7r;o7r;e8;a8r;c8;n8;o8;o9r;a9;c9r;o10;status;charisma;classes;a1;e2;c2;n2;a3;c4;e5;c5;n5;a6;e7;n7;o7;a8;o9;c9;extr_mean;open_mean;con_mean;agree_mean;neuro_mean
395;29;2;-99;4;7;4;2;1;5;4;4;5;5;2;3;5;1;1;5;4;4;3;5;2;4;5;5;2;5;2;4;2;5;4;4;4;2;5;2;2;1;1;2;4;3;4;2;4;2;4;1;10;1;5;1;4;3;5;4;1;1;4;1;4;4;5;4;4;4;1,875;4,3;3,66666666666667;4;3,75
396;47;1;-99;5;3;4;4;4;4;2;4;4;4;2;4;4;4;2;4;3;4;3;4;2;4;4;4;2;1;4;4;3;3;4;3;4;4;3;4;4;2;3;2;4;2;4;3;4;1;3;1;13;6;2;2;4;2;4;4;2;5;2;3;2;2;4;4;3;5;2,875;3,8;4,22222222222222;3,33333333333333;2,5
397;42;1;-99;5;3;8;5;3;4;1;4;1;5;3;2;5;4;3;4;2;4;4;4;3;2;5;1;4;3;3;4;4;2;4;3;3;1;4;4;4;3;5;3;4;2;5;1;5;2;4;1;9;1;3;5;3;4;3;3;5;3;3;4;5;2;3;3;5;4;4,625;4,2;3,66666666666667;3,88888888888889;2,375
399;33;2;-99;5;3;8;4;4;5;3;3;4;3;2;2;4;3;2;5;4;4;3;3;2;4;4;4;3;3;3;3;2;4;4;4;2;4;4;4;4;3;1;4;3;4;4;3;2;3;2;2;-77;-77;2;2;4;4;4;4;2;3;3;2;2;2;3;2;3;3;2,375;3,2;3,88888888888889;2,77777777777778;3,5
400;36;2;-99;5;1;4;2;2;5;3;3;5;5;2;2;5;3;2;5;3;4;3;4;1;5;3;5;4;2;2;3;2;4;5;5;3;5;4;4;4;3;2;4;5;4;3;3;5;4;3;1;10;5;4;1;4;4;4;5;1;4;4;2;1;2;3;2;3;2;1,875;3,3;4,33333333333333;3,77777777777778;3,75
401;19;1;-99;2;1;7;5;4;2;3;4;2;4;5;2;5;4;4;2;5;4;4;4;5;5;5;2;5;5;1;4;5;4;5;5;5;2;4;2;4;1;5;4;4;4;5;1;4;4;2;1;16;5;2;4;1;4;2;1;4;1;5;2;4;2;5;2;5;2;4,375;4,4;2,22222222222222;3,22222222222222;4,125
402;59;1;-99;6;4;8;1;1;4;4;5;5;4;1;4;5;5;1;5;2;4;2;3;1;1;5;5;4;1;5;5;2;4;5;1;2;4;4;5;5;2;2;4;5;1;4;2;2;4;2;1;13;3;5;1;5;2;5;5;1;5;1;2;2;1;4;2;4;2;2;4;4,55555555555556;3,44444444444444;1,625
403;37;1;-99;5;3;6;1;4;4;3;3;4;4;2;3;5;2;1;4;4;5;1;4;3;3;4;5;4;4;4;4;1;4;4;3;3;4;4;5;4;3;1;2;4;3;5;3;3;5;3;1;8;2;2;2;4;3;5;3;1;2;2;2;2;2;3;4;3;1;1,375;3,8;3,44444444444444;3,55555555555556;2,875
404;21;1;-99;2;1;0;1;4;5;4;2;5;4;2;5;1;1;1;5;3;4;2;4;3;1;4;5;4;2;3;4;1;4;5;2;1;4;5;4;5;5;1;1;3;2;4;2;1;4;4;1;3;5;2;1;4;1;5;3;1;4;3;2;2;1;1;5;4;2;1,25;2,9;3,88888888888889;3,55555555555556;2,125
405;21;2;-99;4;1;8;4;2;2;4;5;2;5;5;2;5;2;1;4;4;4;4;5;5;4;4;1;5;4;4;1;2;1;2;4;4;4;5;2;4;2;4;1;4;4;2;4;5;5;2;1;15;5;4;4;1;4;5;1;5;2;2;5;2;2;4;5;2;1;3,375;3,3;2,11111111111111;4,88888888888889;3,5
406;31;2;-99;5;1;8;1;2;2;4;3;4;5;4;2;5;1;1;3;4;5;4;5;5;5;4;4;2;5;2;3;1;2;4;4;2;4;5;4;1;4;2;1;2;5;4;4;3;5;1;2;-77;-77;4;2;2;4;5;1;2;1;4;4;2;5;2;5;2;1;1,875;3,1;2,22222222222222;4,22222222222222;4,375
407;26;2;-99;4;7;4;1;4;5;4;3;5;4;2;4;5;1;1;5;4;3;1;4;2;4;2;5;2;4;5;2;1;4;5;2;2;5;4;5;4;3;1;2;2;3;3;4;5;3;1;2;-77;-77;2;1;4;2;5;4;1;2;1;2;1;2;3;4;2;3;1;2,6;3,88888888888889;3,55555555555556;2,75
408;49;1;-99;3;3;4;3;2;4;4;4;5;5;3;2;3;2;2;5;4;3;3;4;1;5;5;4;5;4;2;4;4;1;4;4;4;4;4;4;4;2;4;3;4;4;4;3;5;3;3;1;12;5;4;1;3;4;4;5;2;2;4;5;2;2;4;3;3;3;2,625;3,7;3,77777777777778;4,33333333333333;3,875
409;21;2;-99;4;1;0;3;5;5;2;4;4;4;1;2;5;2;2;5;4;4;3;2;1;5;4;3;4;3;2;4;1;1;4;4;5;3;5;5;1;4;4;2;4;2;5;1;4;4;5;1;13;5;1;2;5;4;4;5;3;3;4;5;3;5;2;4;5;2;2,625;4,3;4,22222222222222;3,66666666666667;3,75
410;22;3;-99;2;1;0;2;1;4;2;4;4;5;5;4;4;1;1;4;4;4;3;5;4;2;4;4;5;2;4;4;1;4;3;1;5;4;5;3;5;4;2;1;5;3;4;2;5;5;5;2;-77;-77;5;2;1;2;5;2;2;4;2;2;2;1;2;5;4;1;1,875;4;3;4,66666666666667;2,125
411;38;1;-99;2;1;0;2;4;4;4;3;4;3;3;1;5;2;1;4;5;1;1;2;3;5;5;5;1;4;4;2;1;2;3;3;3;5;2;4;4;4;1;3;2;4;3;4;1;3;1;2;-77;-77;2;2;3;5;5;3;1;2;2;4;1;2;2;3;2;3;1,375;2,7;3,11111111111111;2,55555555555556;3,75
412;25;2;-99;4;7;7;5;4;5;2;1;4;4;4;4;5;4;1;5;5;2;4;5;5;5;4;1;5;4;5;2;5;4;5;5;5;3;5;5;5;5;5;4;3;5;4;2;4;4;1;2;-77;-77;2;2;2;2;5;1;5;2;1;2;3;1;1;2;4;2;4,125;2,9;3,33333333333333;3,77777777777778;3,25
414;20;1;-99;2;1;0;3;4;4;1;2;4;4;4;4;4;4;1;4;4;4;4;4;2;2;5;4;4;3;5;4;4;4;4;4;2;3;4;4;4;4;4;4;4;3;5;4;1;4;2;2;-77;-77;2;2;2;2;5;4;2;3;1;2;3;2;2;2;2;2;3,25;3,2;3,44444444444444;3,11111111111111;2,375
415;25;1;-99;2;1;10;4;2;5;1;4;2;4;4;5;5;4;1;5;4;4;4;4;2;3;4;2;5;4;5;3;4;2;3;3;5;2;4;5;5;2;5;3;5;2;5;4;5;4;4;1;14;3;4;4;2;1;5;4;4;2;1;4;4;1;4;3;2;2;4,125;4;3,66666666666667;4,22222222222222;2
416;22;1;-99;2;1;0;1;2;2;3;1;4;3;4;1;1;1;1;3;4;3;3;3;2;4;3;5;2;5;5;2;1;5;2;4;2;4;4;3;2;5;1;3;4;3;3;3;2;4;1;2;-77;-77;4;2;2;5;5;4;1;1;1;1;2;4;1;3;3;2;1,5;2;2,55555555555556;3;3,5
417;24;2;-99;4;1;0;2;2;3;3;4;5;3;3;2;4;3;1;3;4;5;4;4;4;4;5;5;3;3;3;3;1;2;3;2;4;5;4;3;2;4;1;2;3;4;5;1;3;4;3;1;12;2;4;1;3;4;5;2;1;3;3;4;1;4;2;4;5;2;1,75;4;2,77777777777778;3,77777777777778;3,5
418;22;2;-99;2;3;8;4;2;5;3;4;2;5;5;3;4;2;1;4;5;4;3;5;4;5;5;4;4;3;2;4;4;5;4;4;2;4;5;5;4;2;4;3;2;4;5;5;4;5;2;1;11;5;4;4;1;3;5;2;2;3;4;1;2;2;4;3;1;1;3,125;3,5;3;4;3,75
419;25;2;-99;4;1;0;2;3;4;4;2;4;5;4;1;4;1;1;5;5;5;1;5;5;5;5;4;5;4;3;1;1;2;3;5;5;5;5;5;4;4;4;4;5;4;3;3;4;4;4;2;-77;-77;3;2;2;5;5;1;2;2;3;4;1;2;2;2;3;2;1,75;3,4;3,22222222222222;4,22222222222222;4,125
420;24;1;-99;4;1;7;5;1;2;2;5;2;4;4;4;4;3;1;5;1;4;4;5;4;1;5;2;3;5;5;5;4;1;5;2;4;2;4;2;5;1;5;3;2;3;5;4;5;1;2;1;12;1;5;4;2;2;5;2;4;1;1;5;4;1;5;3;2;5;4,125;4,1;2,88888888888889;4,33333333333333;1,625
421;19;1;-99;1;1;0;5;4;1;1;4;4;3;4;4;5;3;3;2;2;5;2;4;5;3;4;4;4;5;5;4;1;4;2;4;3;4;4;4;5;1;2;4;2;5;5;2;4;4;3;1;12;2;2;2;2;2;3;1;2;1;1;2;2;1;5;2;4;2;2,375;4,2;1,88888888888889;3,11111111111111;2,375
422;25;2;-99;4;7;8;2;2;4;1;3;4;5;2;5;5;3;1;5;2;2;2;5;3;2;2;5;4;4;5;2;2;4;4;4;5;5;5;5;4;4;1;1;5;2;3;1;5;2;5;1;12;4;4;2;4;1;5;3;1;2;1;2;1;2;2;5;5;4;1,75;3,4;4;4,44444444444444;1,875
423;33;1;-99;4;1;7;5;2;3;2;4;2;5;1;4;5;3;3;4;3;4;4;4;5;3;4;2;4;5;4;3;3;4;3;2;4;1;5;5;5;2;5;2;5;2;5;4;4;5;3;2;-77;-77;4;4;5;2;3;1;4;1;2;2;5;1;4;4;2;1;4,125;3,8;3,11111111111111;3,88888888888889;2,125
424;24;1;-99;2;2;0;5;3;2;4;5;5;4;1;5;3;3;1;5;2;5;4;5;3;4;5;4;4;4;3;3;1;2;2;3;3;5;4;4;4;5;2;3;4;5;5;3;4;3;3;1;15;1;3;1;5;1;5;3;2;2;3;4;1;2;1;3;3;3;2,375;3,6;3,33333333333333;4;3
425;35;4;trans man, not entirely binary but more man than anything else;2;1;0;3;3;3;5;5;5;4;4;1;5;2;1;4;5;4;4;4;4;5;5;4;4;3;2;4;2;3;3;4;5;5;5;3;2;3;2;2;3;4;5;1;3;5;4;1;13;5;3;1;2;5;5;2;2;3;4;3;1;4;3;4;5;1;2,125;4,5;2,66666666666667;3,88888888888889;4,5
426;37;1;-99;5;1;7;5;2;5;2;4;3;4;4;5;5;5;2;5;4;4;4;2;3;3;4;3;2;2;5;3;4;4;5;4;4;2;5;4;4;3;5;3;3;1;4;2;4;4;4;2;-77;-77;4;3;2;1;4;3;3;4;1;2;4;2;3;3;4;2;4,125;3,9;3,66666666666667;3,33333333333333;2,25
428;26;1;-99;4;1;6;4;4;5;4;5;4;5;2;4;5;4;1;5;4;5;4;4;4;4;5;2;5;1;5;5;5;4;5;2;5;2;5;5;5;2;5;4;5;2;5;2;5;2;4;1;15;3;2;2;4;2;5;2;4;5;1;2;4;1;4;2;4;4;4;4,7;4,44444444444444;3,88888888888889;2,5
430;18;3;-99;2;1;8;5;1;4;3;3;1;5;1;2;4;5;1;4;2;3;5;1;5;5;5;1;5;3;1;4;1;1;1;5;5;1;5;1;5;4;5;3;2;5;5;1;4;5;5;2;-77;-77;5;5;5;4;5;1;5;3;5;5;5;1;2;3;5;1;4,5;4,1;2,44444444444444;4,22222222222222;3,75
431;38;1;-99;3;7;8;5;1;3;4;4;3;5;3;5;5;3;1;4;1;4;4;5;3;3;5;2;3;4;5;4;4;3;4;4;5;3;5;4;5;2;4;3;4;2;5;1;4;3;4;1;12;1;5;3;3;1;5;3;4;2;1;3;3;1;4;3;5;3;3,75;4,5;3,33333333333333;4,22222222222222;2,125
432;22;2;-99;4;7;9;3;4;3;2;4;1;5;5;4;4;2;2;4;3;5;4;4;5;5;5;3;5;5;3;4;3;1;4;5;5;5;5;3;3;4;2;2;4;4;5;1;4;5;4;2;-77;-77;2;5;1;2;4;1;3;1;3;5;1;3;2;4;5;1;2,875;4,3;2,44444444444444;4,22222222222222;3,375
434;23;2;-99;1;7;8;5;4;4;2;4;1;5;4;4;1;4;2;5;4;2;5;3;4;2;5;1;4;3;4;2;5;3;2;4;4;1;5;2;2;3;5;1;1;1;4;4;2;4;2;2;-77;-77;2;5;2;2;4;2;5;3;2;3;5;4;3;5;2;2;4,875;2,9;2,55555555555556;3,66666666666667;2,625
436;22;2;-99;4;7;6;4;3;4;2;3;3;4;2;2;2;4;3;4;4;4;4;4;1;2;4;4;3;1;3;3;3;2;4;4;2;3;3;3;2;3;3;2;4;4;4;3;3;3;2;2;-77;-77;3;3;4;4;3;5;2;5;3;4;3;4;3;4;3;3;3,25;3;4;3,44444444444444;3,375
438;30;1;-99;2;7;8;3;4;4;2;3;5;4;1;2;5;2;1;5;4;5;2;4;4;5;3;4;3;4;3;3;3;4;2;4;4;4;5;4;5;3;3;2;4;4;5;4;5;4;2;2;-77;-77;2;1;5;4;5;2;2;2;3;2;2;1;3;4;2;2;2,25;3,5;3,33333333333333;3,77777777777778;3,375
439;31;1;-99;1;4;8;5;3;4;2;5;4;4;2;5;4;5;2;5;2;5;5;4;1;2;5;4;5;2;4;5;4;1;4;4;4;2;4;5;5;4;5;1;4;1;5;5;4;2;5;2;-77;-77;3;2;4;1;4;5;2;4;2;5;4;1;2;5;1;4;4;4,1;4,33333333333333;4,22222222222222;1,875
440;29;2;-99;3;7;6;4;2;4;3;3;1;5;1;3;3;3;1;5;4;1;5;4;1;4;2;1;4;2;3;3;3;1;4;4;4;1;5;5;4;5;4;1;5;2;1;4;5;2;2;2;-77;-77;4;5;5;3;5;5;5;4;3;5;5;2;1;5;2;4;4,25;2,2;4,55555555555556;4,66666666666667;3,125
441;27;2;-99;2;7;6;5;4;4;4;3;2;4;2;3;4;4;3;4;4;5;3;3;2;4;4;2;3;4;2;3;3;3;3;4;3;2;4;3;3;4;3;3;3;3;3;2;3;4;4;2;-77;-77;2;4;4;3;3;4;4;2;4;3;4;3;2;3;4;2;3,75;3,5;3,22222222222222;3,11111111111111;3,625
443;21;2;-99;2;1;0;4;3;3;3;4;2;5;2;2;5;5;1;5;4;5;3;5;2;4;4;3;5;4;4;4;4;2;3;3;4;4;5;4;3;3;4;2;4;4;4;1;4;4;5;2;-77;-77;3;4;4;4;5;4;3;2;2;4;2;3;3;4;5;2;3,625;4,3;3,44444444444444;4,44444444444444;3,375
442;26;2;-99;4;7;8;4;1;3;4;4;2;5;3;4;5;4;1;5;2;5;4;5;2;4;5;5;5;4;2;4;3;4;4;5;3;5;4;4;5;3;4;2;4;2;4;3;5;2;4;1;15;3;5;4;3;2;5;4;1;2;4;2;1;1;3;4;3;4;3,125;4;3,66666666666667;4,44444444444444;3
444;28;2;-99;5;7;7;3;4;5;3;4;4;4;2;1;5;3;1;5;5;3;5;2;4;5;4;4;4;2;1;4;1;4;2;5;5;4;5;4;2;5;2;3;4;4;4;1;5;5;1;1;10;2;2;2;4;5;5;2;2;4;5;2;2;4;1;3;5;1;2,5;3,6;3,44444444444444;3,55555555555556;4,5
445;24;2;-99;3;1;0;3;3;4;1;3;2;4;2;3;4;3;3;5;3;4;4;4;2;4;4;4;5;1;3;3;3;2;5;3;4;4;4;4;2;4;3;1;4;4;3;4;4;2;4;2;-77;-77;3;4;4;3;3;4;2;5;3;4;2;4;2;5;2;4;3;3,3;4,33333333333333;4;3,125
447;27;2;-99;5;7;8;2;3;4;4;5;5;3;1;1;3;2;3;4;4;4;3;2;2;5;5;4;2;2;1;4;3;4;3;3;5;4;5;5;2;4;2;4;4;5;5;3;2;3;5;2;-77;-77;3;1;5;5;3;4;2;4;5;2;2;4;2;2;3;3;2,125;4,1;4;2,66666666666667;4,375
448;26;1;-99;4;2;4;2;4;4;4;4;1;5;2;3;5;2;2;4;4;4;5;4;5;4;5;5;4;5;3;5;4;2;4;4;5;5;4;4;3;4;3;3;5;4;4;1;5;4;4;1;16;3;2;5;4;3;4;1;1;1;3;4;1;3;2;3;5;2;2,875;4,3;3,22222222222222;3,88888888888889;3,625
449;26;1;-99;4;7;6;4;3;5;3;5;5;5;4;2;4;2;2;5;3;4;4;4;2;5;4;5;3;4;2;4;3;1;4;2;5;4;4;5;3;2;1;4;2;4;5;3;2;3;5;2;-77;-77;3;1;2;4;4;4;1;2;4;5;2;3;4;2;3;3;2,25;4,3;3,55555555555556;3,55555555555556;3,5
451;22;2;-99;2;1;8;3;2;4;4;3;1;4;4;2;4;2;1;4;4;4;3;2;4;5;5;3;2;4;2;3;2;4;2;5;4;5;4;4;3;4;2;4;2;4;4;4;3;5;2;2;-77;-77;4;5;2;4;5;2;3;2;4;2;1;3;2;2;2;1;2,625;3,3;2,55555555555556;3,11111111111111;4,125
453;21;2;-99;2;7;8;4;1;2;4;2;1;4;2;2;5;2;1;4;1;2;4;5;2;2;4;2;5;4;5;2;2;0;1;4;4;2;5;2;2;4;5;1;1;2;2;3;5;4;4;2;-77;-77;5;5;4;4;5;4;4;2;1; ;4;4;2;5;3;2;3,75;3;2,44444444444444;4,875;2,75
454;20;2;-99;2;2;8;4;3;3;2;4;2;5;1;4;4;4;1;5;2;4;5;3;2;3;3;2;4;2;4;4;4;2;3;2;4;2;4;5;4;3;4;2;4;2;4;2;4;3;4;2;-77;-77;3;4;5;2;5;4;4;4;2;4;4;2;3;4;4;3;4,125;3,8;4;4;2,125
455;24;2;-99;2;7;8;3;2;4;4;4;4;5;1;2;5;4;2;4;4;3;4;4;4;5;5;5;2;5;1;4;4;4;4;5;5;5;5;4;4;5;3;2;4;4;4;5;1;4;5;2;-77;-77;4;2;5;4;4;2;1;1;5;2;1;2;1;4;1;2;2,75;3,7;3,33333333333333;3,44444444444444;4,125
456;27;1;-99;2;7;0;2;4;2;5;4;5;4;3;1;4;1;1;3;4;4;2;4;4;5;5;4;3;5;2;4;2;4;3;3;3;5;4;4;1;4;2;2;3;5;4;3;3;3;3;2;-77;-77;2;1;3;5;5;2;2;1;4;2;1;5;2;4;3;3;1,625;3,6;2,66666666666667;3,44444444444444;4,5
458;38;1;-99;4;3;4;4;3;4;1;4;3;4;2;5;4;3;2;4;4;3;3;4;4;2;4;3;3;4;5;4;3;2;4;3;2;2;4;4;5;4;4;1;3;2;5;2;5;1;4;1;13;5;3;3;4;1;4;2;3;2;1;4;4;1;2;5;4;5;3,375;3,6;3,55555555555556;4;1,875
459;50;1;-99;3;1;9;4;2;4;4;3;3;5;3;2;4;2;1;4;3;4;3;4;2;4;4;4;4;4;4;4;3;3;2;3;3;4;5;4;4;4;4;1;4;2;4;3;4;2;4;1;12;3;4;3;3;4;5;4;2;2;2;3;2;2;2;5;3;4;2,875;3,5;3,44444444444444;4,33333333333333;3
460;18;2;-99;2;7;0;3;3;5;3;4;4;5;1;4;4;5;1;5;4;5;4;2;2;5;5;3;5;3;4;3;4;5;3;3;4;4;5;4;4;2;3;3;4;5;3;2;5;3;3;2;-77;-77;3;2;5;2;5;4;3;3;2;1;2;2;4;3;4;3;3,25;3,9;4;3,77777777777778;3,25
461;22;2;-99;4;1;5;2;4;4;3;4;0;4;2;1;2;3;4;5;5;4;2;3;3;4;2;4;1;3;2;2;1;3;4;4;4;5;4;4;1;4;2;4;4;5;2;4;2;5;3;2;-77;-77;2; ;4;5;2;3;2;3;4;3;1;5;2;2;2;1;1,85714285714286;2,7;3,55555555555556;2,55555555555556;4,375
462;21;1;-99;2;1;8;2;3;4;4;3;4;4;2;1;4;4;2;4;3;4;4;4;4;5;5;4;4;5;2;3;3;2;2;2;3;5;5;4;3;4;2;1;2;5;5;3;4;2;4;1;6;3;3;2;4;5;4;2;2;1;4;4;1;3;2;5;3;4;2,5;3,6;3;4,11111111111111;3,875
463;22;2;-99;4;1;0;4;2;2;3;2;3;4;2;3;3;3;2;3;3;4;4;4;2;5;3;4;4;4;2;3;2;1;3;3;3;4;4;3;2;4;3;2;4;4;3;4;4;3;3;2;-77;-77;4;3;4;3;4;4;2;2;4;5;2;4;2;4;2;3;2,875;2,8;3,11111111111111;4,11111111111111;3,625
464;43;2;-99;5;3;8;5;3;5;2;4;1;4;1;3;5;5;3;5;4;5;4;3;4;4;5;1;4;4;4;5;4;3;5;2;5;2;4;4;3;3;5;2;5;3;5;1;4;5;4;2;-77;-77;3;5;5;3;3;2;5;2;2;3;4;3;3;4;5;1;4,625;4,6;3,77777777777778;3,55555555555556;2,875
465;20;2;-99;2;1;0;4;1;3;1;3;4;5;4;5;2;2;1;4;3;4;4;2;4;3;5;3;4;5;4;2;4;2;2;4;5;5;4;3;2;4;4;1;2;4;5;5;4;5;3;2;-77;-77;5;2;2;1;5;2;3;1;2;4;1;4;2;5;1;1;3;3,2;2,22222222222222;4,22222222222222;2,75
467;22;2;-99;4;2;6;3;1;2;2;3;4;3;3;4;3;4;3;3;4;2;4;3;2;4;3;4;4;2;3;4;5;4;3;4;5;3;3;4;2;3;4;3;4;3;2;4;4;3;4;2;-77;-77;5;2;3;2;3;4;2;4;3;2;3;4;3;3;2;3;3,375;3,1;3,33333333333333;3,33333333333333;3,25
468;27;2;-99;4;7;9;4;4;5;1;3;2;5;1;3;5;4;1;5;4;4;3;5;4;4;3;4;5;2;4;3;2;1;3;2;3;4;5;2;4;1;5;1;3;4;4;1;5;4;2;2;-77;-77;2;4;5;3;5;2;2;4;2;5;2;2;5;5;5;2;3,25;3,7;3,44444444444444;4,66666666666667;2,75
469;23;2;-99;2;1;0;5;1;5;1;4;1;5;3;2;4;3;2;5;3;4;5;5;1;4;3;1;5;3;4;3;2;1;3;2;3;2;5;4;4;3;5;1;5;3;4;3;4;3;3;2;-77;-77;5;5;3;4;4;5;5;3;2;5;4;2;3;5;3;3;4,25;3,4;4;4,77777777777778;2,625
470;19;1;-99;2;2;0;4;4;0;1;5;3;4;1;5;5;4;1;5;2;4;4;5;1;2;4;3;4;2;4;3;3;4;5;4;4;3;4;4;5;5;4;2;4;3;4;4;3;3;4;2;-77;-77;2;3;5;1;5;5;3;4;2;2;3;1;1;4;2;3;3,5;3,6;3,88888888888889;3,66666666666667;2
471;23;1;-99;4;1;0;4;3;4;4;3;3;4;4;2;4;2;2;3;4;3;2;3;2;4;4;4;4;4;2;3;2;3;4;3;3;3;3;4;2;4;3;2;3;3;4;3;2;4;3;2;-77;-77;3;3;2;4;4;4;2;2;4;3;3;4;2;4;3;2;2,625;3,2;3,11111111111111;3,33333333333333;3,75
472;38;1;-99;4;3;5;5;3;4;1;5;1;5;2;5;4;5;3;5;4;3;5;2;1;1;5;1;5;3;4;5;4;4;4;4;4;2;5;5;4;4;4;1;4;5;4;4;4;2;5;1;16;1;3;5;4;1;3;5;5;3;2;2;4;2;2;5;2;4;4,625;3,9;4,22222222222222;3,77777777777778;2,5
473;20;2;-99;2;1;0;2;4;3;5;2;5;4;2;1;4;1;2;4;4;4;2;4;2;5;4;5;4;5;1;2;2;2;2;5;2;5;5;4;2;4;1;2;4;5;2;4;2;4;5;2;-77;-77;2;1;4;5;4;4;1;1;5;4;1;4;2;4;2;2;1,375;2,9;3,11111111111111;3,66666666666667;4,75
474;28;1;-99;4;7;8;3;4;4;1;4;4;4;2;4;5;4;4;5;3;5;4;4;2;5;5;5;5;2;3;4;4;3;2;3;3;4;4;4;4;5;5;2;5;3;5;4;4;2;5;1;13;5;2;2;4;2;2;4;1;4;3;3;2;2;1;4;2;4;3,125;3,9;4;3,55555555555556;2,75
477;25;2;-99;4;7;8;4;2;4;5;0;2;4;3;3;4;4;3;4;2;3;5;5;2;2;5;2;5;2;4;4;3;2;3;3;4;2;5;4;4;5;4;2;4;2;5;2;4;5;3;2;-77;-77;4;4;3;3;3;4;4;4;2;4;4;2;1;4;4;1;4;3,3;3,44444444444444;4,22222222222222;2,625
478;23;2;-99;2;7;7;4;1;5;1;4;2;5;2;3;4;4;1;5;2;2;5;5;2;2;4;2;5;2;4;3;2;1;4;3;4;2;5;2;4;3;4;1;4;2;5;2;4;3;4;2;-77;-77;5;4;4;3;5;4;4;4;2;5;4;2;3;5;4;3;3,875;3,7;3,88888888888889;4,88888888888889;2,125
479;23;2;-99;2;7;8;4;2;2;3;4;2;4;2;4;3;3;3;5;3;4;3;4;3;4;4;0;4;4;4;3;0;2;4;5;5;2;4;4;5;3;4;2;3;3;4;4;4;2;4;2;-77;-77;4;4;4;2;3;3; ;2;2;4;4;1;3;4;2;4;3,14285714285714;3,6;3,44444444444444;3,88888888888889;2,875
480;18;2;-99;2;7;0;4;3;4;1;4;1;4;4;4;5;4;2;4;0;2;5;4;5;2;4;2;5;3;5;2;4;2;4;3;4;2;5;4;4;4;5;2;4;3;5;4;4;4;4;2;-77;-77;3;5;2;2;4;1;4;3;1;4;4;2;2;4;2;2;4,375;3,4;3,11111111111111;4,11111111111111;1,75
481;21;1;-99;2;7;0;3;1;3;1;4;4;5;2;4;4;3;3;4;3;4;3;4;1;4;4;4;4;4;3;3;3;2;4;4;2;4;5;4;4;4;3;2;4;2;4;2;4;2;2;2;-77;-77;5;2;4;2;3;5;2;2;3;4;2;2;2;4;4;4;2,625;3,3;3,77777777777778;4,22222222222222;2,625
482;28;1;-99;5;3;4;4;4;5;2;5;5;4;5;4;5;2;5;5;5;5;5;2;4;5;5;1;5;5;5;3;5;5;5;4;1;4;4;5;4;1;4;4;4;1;5;5;5;4;2;1;18;1;2;1;1;2;1;2;5;1;1;1;2;2;5;2;1;2;3,5;3,7;3,33333333333333;2,88888888888889;2,75
483;23;1;-99;4;1;0;3;2;4;1;5;4;3;4;4;5;2;1;4;5;5;4;4;3;3;5;3;3;1;5;5;3;4;3;2;3;3;4;4;4;4;1;2;4;5;5;3;2;3;3;2;-77;-77;4;2;2;2;5;3;3;5;1;2;3;2;2;4;3;3;2,625;4,1;3,55555555555556;3,44444444444444;2,625
485;25;1;-99;2;1;0;2;1;5;5;4;4;5;1;1;4;2;1;5;4;4;2;5;1;5;4;4;5;1;1;1;1;1;5;5;4;5;5;4;2;3;2;1;5;5;3;1;2;3;4;2;-77;-77;5;2;5;5;5;5;2;5;5;5;1;4;3;5;5;3;1,75;3,6;4,66666666666667;4,66666666666667;4,75
487;20;2;-99;2;7;0;4;3;4;2;4;3;4;2;3;5;3;2;4;2;4;5;5;3;4;5;3;4;2;2;3;2;2;3;4;4;4;4;4;3;4;4;3;3;4;4;4;4;2;4;2;-77;-77;3;3;4;3;4;3;3;4;4;4;2;3;2;3;2;4;3,25;3,7;3,66666666666667;3,88888888888889;3,25
488;22;2;-99;2;1;8;5;2;3;1;4;2;4;1;4;2;4;1;4;3;0;5;4;2;2;4;2;4;4;4;4;4;2;4;3;4;2;4;4;4;4;4;2;4;2;4;3;5;2;3;2;-77;-77;4;4;5;2;5;4;4;2;2;4;4;2;2;4;3;4;4,25;3;3,77777777777778;4,22222222222222;2,125
489;21;2;-99;2;7;9;4;0;2;2;4;2;4;4;3;4;4;2;3;2;4;4;4;4;2;4;2;4;2;4;4;2;2;4;4;3;2;5;4;2;4;4;4;4;2;5;5;5;3;5;2;-77;-77; ;4;2;3;4;2;4;4;2;4;4;4;2;2;1;3;3,75;3,6;3,11111111111111;4;2,625
490;22;2;-99;4;7;8;5;4;4;1;4;1;2;4;2;5;5;4;4;5;3;5;2;3;4;5;1;4;4;4;4;3;2;5;4;5;1;5;2;1;1;5;4;4;4;2;1;2;2;3;2;-77;-77;2;5;2;4;2;3;5;2;2;4;5;5;5;2;5;4;4,75;4,1;3,33333333333333;2,77777777777778;3,625
494;24;1;-99;4;1;9;2;5;5;5;4;4;3;2;3;5;1;2;5;4;5;3;2;1;5;3;5;2;5;1;4;4;5;3;4;2;3;2;5;4;3;1;2;3;3;5;5;1;3;5;1;12;1;1;2;4;3;4;5;1;1;5;1;3;2;3;4;1;3;2,125;3,7;3,77777777777778;2,22222222222222;3,875
